"","id","lat","lon","val"
"743",743,85.5,33,0
"744",744,85.5,34.5,0
"745",745,85.5,36,0
"746",746,85.5,37.5,0
"747",747,85.5,39,0
"748",748,85.5,40.5,0
"749",749,85.5,42,0
"750",750,85.5,43.5,0
"751",751,85.5,45,0
"752",752,85.5,46.5,0
"753",753,85.5,48,0
"754",754,85.5,49.5,0
"755",755,85.5,51,0
"756",756,85.5,52.5,0
"757",757,85.5,54,0
"758",758,85.5,55.5,0
"759",759,85.5,57,0
"760",760,85.5,58.5,0
"761",761,85.5,60,0
"762",762,85.5,61.5,0
"763",763,85.5,63,0
"764",764,85.5,64.5,0
"765",765,85.5,66,0
"766",766,85.5,67.5,0
"767",767,85.5,69,0
"768",768,85.5,70.5,0
"769",769,85.5,72,0
"770",770,85.5,73.5,0
"771",771,85.5,75,0
"772",772,85.5,76.5,0
"773",773,85.5,78,0
"774",774,85.5,79.5,0
"775",775,85.5,81,0
"776",776,85.5,82.5,0
"777",777,85.5,84,0
"778",778,85.5,85.5,0
"779",779,85.5,87,0
"780",780,85.5,88.5,0
"781",781,85.5,90,0
"782",782,85.5,91.5,0
"783",783,85.5,93,0
"784",784,85.5,94.5,0
"785",785,85.5,96,0
"786",786,85.5,97.5,0
"787",787,85.5,99,0
"788",788,85.5,100.5,0
"789",789,85.5,102,0
"790",790,85.5,103.5,0
"791",791,85.5,105,0
"792",792,85.5,106.5,0
"793",793,85.5,108,0
"794",794,85.5,109.5,0
"795",795,85.5,111,0
"796",796,85.5,112.5,0
"797",797,85.5,114,0
"798",798,85.5,115.5,0
"799",799,85.5,117,0
"800",800,85.5,118.5,0
"801",801,85.5,120,0
"802",802,85.5,121.5,0
"803",803,85.5,123,0
"804",804,85.5,124.5,0
"805",805,85.5,126,0
"806",806,85.5,127.5,0
"807",807,85.5,129,0
"808",808,85.5,130.5,0
"809",809,85.5,132,0
"810",810,85.5,133.5,0
"811",811,85.5,135,0
"812",812,85.5,136.5,0
"813",813,85.5,138,0
"814",814,85.5,139.5,0
"815",815,85.5,141,0
"816",816,85.5,142.5,0
"817",817,85.5,144,0
"818",818,85.5,145.5,0
"819",819,85.5,147,0
"820",820,85.5,148.5,0
"821",821,85.5,150,0
"822",822,85.5,151.5,0
"823",823,85.5,153,0
"824",824,85.5,154.5,0
"825",825,85.5,156,0
"826",826,85.5,157.5,0
"827",827,85.5,159,0
"828",828,85.5,160.5,0
"829",829,85.5,162,0
"830",830,85.5,163.5,0
"831",831,85.5,165,0
"832",832,85.5,166.5,0
"833",833,85.5,168,0
"834",834,85.5,169.5,0
"835",835,85.5,171,0
"836",836,85.5,172.5,0
"837",837,85.5,174,0
"838",838,85.5,175.5,0
"839",839,85.5,177,0
"840",840,85.5,178.5,0
"841",841,85.5,180,0
"842",842,85.5,181.5,0
"843",843,85.5,183,0
"844",844,85.5,184.5,0
"845",845,85.5,186,0
"846",846,85.5,187.5,0
"847",847,85.5,189,0
"848",848,85.5,190.5,0
"849",849,85.5,192,0
"850",850,85.5,193.5,0
"851",851,85.5,195,0
"852",852,85.5,196.5,0
"853",853,85.5,198,0
"854",854,85.5,199.5,0
"855",855,85.5,201,0
"856",856,85.5,202.5,0
"857",857,85.5,204,0
"858",858,85.5,205.5,0
"859",859,85.5,207,0
"860",860,85.5,208.5,0
"861",861,85.5,210,0
"862",862,85.5,211.5,0
"863",863,85.5,213,0
"864",864,85.5,214.5,0
"865",865,85.5,216,0
"866",866,85.5,217.5,0
"867",867,85.5,219,0
"868",868,85.5,220.5,0
"869",869,85.5,222,0
"870",870,85.5,223.5,0
"871",871,85.5,225,0
"872",872,85.5,226.5,0
"873",873,85.5,228,0
"874",874,85.5,229.5,0
"875",875,85.5,231,0
"876",876,85.5,232.5,0
"877",877,85.5,234,0
"878",878,85.5,235.5,0
"879",879,85.5,237,0
"880",880,85.5,238.5,0
"881",881,85.5,240,0
"882",882,85.5,241.5,0
"883",883,85.5,243,0
"884",884,85.5,244.5,0
"885",885,85.5,246,0
"886",886,85.5,247.5,0
"887",887,85.5,249,0
"888",888,85.5,250.5,0
"889",889,85.5,252,0
"890",890,85.5,253.5,0
"891",891,85.5,255,0
"892",892,85.5,256.5,0
"893",893,85.5,258,0
"894",894,85.5,259.5,0
"895",895,85.5,261,0
"896",896,85.5,262.5,0
"897",897,85.5,264,0
"898",898,85.5,265.5,0
"899",899,85.5,267,0
"900",900,85.5,268.5,0
"901",901,85.5,270,0
"902",902,85.5,271.5,0
"903",903,85.5,273,0
"904",904,85.5,274.5,0
"905",905,85.5,276,0
"906",906,85.5,277.5,0
"907",907,85.5,279,0
"908",908,85.5,280.5,0
"909",909,85.5,282,0
"910",910,85.5,283.5,0
"911",911,85.5,285,0
"912",912,85.5,286.5,0
"913",913,85.5,288,0
"914",914,85.5,289.5,0
"915",915,85.5,291,0
"916",916,85.5,292.5,0
"917",917,85.5,294,0
"918",918,85.5,295.5,0
"919",919,85.5,297,0
"920",920,85.5,298.5,0
"921",921,85.5,300,0
"922",922,85.5,301.5,0
"923",923,85.5,303,0
"924",924,85.5,304.5,0
"925",925,85.5,306,0
"926",926,85.5,307.5,0
"927",927,85.5,309,0
"928",928,85.5,310.5,0
"929",929,85.5,312,0
"930",930,85.5,313.5,0
"931",931,85.5,315,0
"932",932,85.5,316.5,0
"933",933,85.5,318,0
"934",934,85.5,319.5,0
"935",935,85.5,321,0
"936",936,85.5,322.5,0
"937",937,85.5,324,0
"938",938,85.5,325.5,0
"939",939,85.5,327,0
"940",940,85.5,328.5,0
"941",941,85.5,330,0
"942",942,85.5,331.5,0
"943",943,85.5,333,0
"944",944,85.5,334.5,0
"945",945,85.5,336,0
"946",946,85.5,337.5,0
"947",947,85.5,339,0
"948",948,85.5,340.5,0
"949",949,85.5,342,0
"950",950,85.5,343.5,0
"951",951,85.5,345,0
"952",952,85.5,346.5,0
"953",953,85.5,348,0
"954",954,85.5,349.5,0
"955",955,85.5,351,0
"956",956,85.5,352.5,0
"957",957,85.5,354,0
"958",958,85.5,355.5,0
"959",959,85.5,357,0
"960",960,85.5,358.5,0
"961",961,84,0,0
"962",962,84,1.5,0
"963",963,84,3,0
"964",964,84,4.5,0
"965",965,84,6,0
"966",966,84,7.5,0
"967",967,84,9,0
"968",968,84,10.5,0
"969",969,84,12,0
"970",970,84,13.5,0
"971",971,84,15,0
"972",972,84,16.5,0
"973",973,84,18,0
"974",974,84,19.5,0
"975",975,84,21,0
"976",976,84,22.5,0
"977",977,84,24,0
"978",978,84,25.5,0
"979",979,84,27,0
"980",980,84,28.5,0
"981",981,84,30,0
"982",982,84,31.5,0
"983",983,84,33,0
"984",984,84,34.5,0
"985",985,84,36,0
"986",986,84,37.5,0
"987",987,84,39,0
"988",988,84,40.5,0
"989",989,84,42,0
"990",990,84,43.5,0
"991",991,84,45,0
"992",992,84,46.5,0
"993",993,84,48,0
"994",994,84,49.5,0
"995",995,84,51,0
"996",996,84,52.5,0
"997",997,84,54,0
"998",998,84,55.5,0
"999",999,84,57,0
"1000",1000,84,58.5,0
"1001",1001,84,60,0
"1002",1002,84,61.5,0
"1003",1003,84,63,0
"1004",1004,84,64.5,0
"1005",1005,84,66,0
"1006",1006,84,67.5,0
"1007",1007,84,69,0
"1008",1008,84,70.5,0
"1009",1009,84,72,0
"1010",1010,84,73.5,0
"1011",1011,84,75,0
"1012",1012,84,76.5,0
"1013",1013,84,78,0
"1014",1014,84,79.5,0
"1015",1015,84,81,0
"1016",1016,84,82.5,0
"1017",1017,84,84,0
"1018",1018,84,85.5,0
"1019",1019,84,87,0
"1020",1020,84,88.5,0
"1021",1021,84,90,0
"1022",1022,84,91.5,0
"1023",1023,84,93,0
"1024",1024,84,94.5,0
"1025",1025,84,96,0
"1026",1026,84,97.5,0
"1027",1027,84,99,0
"1028",1028,84,100.5,0
"1029",1029,84,102,0
"1030",1030,84,103.5,0
"1031",1031,84,105,0
"1032",1032,84,106.5,0
"1033",1033,84,108,0
"1034",1034,84,109.5,0
"1035",1035,84,111,0
"1036",1036,84,112.5,0
"1037",1037,84,114,0
"1038",1038,84,115.5,0
"1039",1039,84,117,0
"1040",1040,84,118.5,0
"1041",1041,84,120,0
"1042",1042,84,121.5,0
"1043",1043,84,123,0
"1044",1044,84,124.5,0
"1045",1045,84,126,0
"1046",1046,84,127.5,0
"1047",1047,84,129,0
"1048",1048,84,130.5,0
"1049",1049,84,132,0
"1050",1050,84,133.5,0
"1051",1051,84,135,0
"1052",1052,84,136.5,0
"1053",1053,84,138,0
"1054",1054,84,139.5,0
"1055",1055,84,141,0
"1056",1056,84,142.5,0
"1057",1057,84,144,0
"1058",1058,84,145.5,0
"1059",1059,84,147,0
"1060",1060,84,148.5,0
"1061",1061,84,150,0
"1062",1062,84,151.5,0
"1063",1063,84,153,0
"1064",1064,84,154.5,0
"1065",1065,84,156,0
"1066",1066,84,157.5,0
"1067",1067,84,159,0
"1068",1068,84,160.5,0
